"Make","Price","Year","Kilometer","Fuel Type","Transmission","Owner","Seller Type","Engine","Power","Torque","Drivetrain","Length","Width","Height","SeatingCapacity","TankCapacity"
"Mercedes-Benz",7475000,2021,13,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",5063,1860,1494,"5",80
"Mercedes-Benz",7e+06,2021,19,"Diesel","Automatic","First","Individual",1950,192,400,"AWD",4658,1890,1644,"5",66
"Audi",2175000,2015,152,"Diesel","Automatic","First","Individual",1968,174,380,"AWD",4629,1898,1653,"5",75
"Honda",690000,2015,59,"Petrol","Automatic","First","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"Audi",1525000,2016,32,"Diesel","Automatic","First","Individual",1968,141,320,"FWD",4456,1796,1416,"5",50
"Honda",475000,2011,72,"Petrol","Automatic","First","Individual",2354,178,222,"FWD",4950,1845,1475,"5",70
"Hyundai",1123000,2017,80,"Diesel","Automatic","First","Individual",1582,126,260,"FWD",4440,1729,1475,"5",45
"Maruti Suzuki",990000,2019,21.894,"Petrol","Automatic","First","Individual",1462,103,138,"FWD",4395,1735,1690,"<5",45
"BMW",5250000,2018,21,"Diesel","Automatic","First","Individual",2993,258,560,"RWD",4899,2094,1464,"5",65
"Honda",515000,2015,63.587,"Diesel","Manual","First","Individual",1498,99,200,"FWD",3990,1680,1505,"5",35
"Maruti Suzuki",850000,2019,32,"Petrol","Automatic","First","Individual",1462,103,138,"FWD",4490,1730,1485,"5",43
"Maruti Suzuki",865000,2018,53.694,"Diesel","Manual","Second","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Maruti Suzuki",365000,2009,140,"Diesel","Manual","Second","Individual",1248,75,190,"FWD",4160,1690,1530,"5",43
"Mercedes-Benz",3390000,2015,91.1,"Diesel","Automatic","First","Individual",2987,258,619,"AWD",5120,1934,1850,"<5",100
"Audi",1450000,2014,58,"Diesel","Automatic","Second","Individual",1968,177,380,"FWD",4915,1874,1455,"5",65
"Hyundai",434999,2012,76.148,"Diesel","Manual","First","Individual",1396,90,220,"FWD",3940,1710,1505,"5",45
"Mahindra",650000,2015,104,"Diesel","Manual","First","Individual",2523,75,200,"RWD",4456,1820,1930,"<5",60
"Audi",1175000,2013,50,"Diesel","Automatic","First","Individual",1968,177,380,"FWD",4701,1826,1427,"5",63
"Hyundai",325000,2017,56,"Petrol","Manual","First","Individual",814,55,75,"FWD",3495,1550,1500,"5",32
"Renault",525000,2014,48,"Diesel","Manual","First","Individual",1461,84,200,"FWD",4315,1822,1695,"5",50
"Maruti Suzuki",1225000,2021,23,"Petrol","Manual","First","Individual",1462,103,138,"FWD",4395,1735,1690,"<5",45
"Mercedes-Benz",4200000,2021,5.6,"Diesel","Automatic","UnRegistered Car","Individual",1950,147,320,"FWD",4549,1796,1446,"5",43
"Hyundai",550000,2015,33,"Petrol","Manual","First","Individual",1197,82,115,"FWD",3985,1734,1505,"5",45
"Hyundai",1275000,2019,58.9,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4270,1780,1665,"5",55
"Jeep",1585000,2019,65,"Diesel","Manual","First","Individual",1693,130,246,"FWD",4395,1818,1640,"5",60
"Toyota",960000,2012,222,"Diesel","Manual","First","Individual",2494,102,200,"FWD",4555,1770,1755,"<5",55
"Land Rover",3900000,2016,20,"Diesel","Automatic","First","Individual",1999,177,430,"AWD",4600,2069,1690,"<5",65
"Renault",434999,2019,32,"Petrol","Manual","First","Individual",799,53,72,"FWD",3679,1579,1478,"5",28
"Mahindra",650000,2017,62,"Diesel","Manual","First","Individual",2523,63,195,"RWD",4107,1745,1880,"<5",52
"Maruti Suzuki",775000,2017,71,"Petrol","Manual","First","Individual",1373,94,130,"FWD",4296,1695,1685,"<5",45
"Hyundai",185000,2008,61,"Petrol","Automatic","Third or more","Individual",1197,80,111,"FWD",3565,1595,1550,"5",35
"Hyundai",560000,2017,29,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Toyota",1e+06,2014,158.69,"Diesel","Manual","Second","Individual",2494,100,200,"RWD",4585,1760,1760,"<5",55
"Mercedes-Benz",5e+06,2016,61,"Diesel","Automatic","First","Individual",2987,255,620,"AWD",4819,2141,1796,"5",93
"Maruti Suzuki",635000,2016,92,"Diesel","Manual","Second","Individual",1248,89,200,"FWD",4490,1730,1485,"5",43
"Maruti Suzuki",650000,2020,42,"Petrol","Manual","First","Individual",1197,89,113,"FWD",3995,1735,1515,"5",37
"Datsun",345000,2019,60.969,"Petrol","Manual","First","Individual",1198,67,104,"FWD",3785,1635,1485,"5",35
"Mahindra",865000,2017,93,"Diesel","Manual","First","Individual",2179,140,330,"FWD",4585,1890,1785,"<5",70
"Audi",1380000,2014,100,"Diesel","Automatic","First","Individual",1968,141,320,"FWD",4701,1826,1427,"5",63
"Maruti Suzuki",585000,2018,31,"Petrol","Manual","First","Individual",1373,91,130,"FWD",4490,1730,1485,"5",43
"Toyota",690000,2020,55,"Petrol","Manual","First","Individual",1197,82,113,"FWD",3995,1745,1510,"5",37
"Maruti Suzuki",380000,2018,68.32,"Other","Manual","First","Individual",998,58,77,"FWD",3599,1495,1700,"5",35
"Tata",850000,2018,65,"Diesel","Manual","First","Individual",2179,154,400,"RWD",4788,1903,1791,"<5",60
"Toyota",1750000,2013,95,"Diesel","Manual","Second","Individual",2982,169,343,"AWD",4705,1840,1850,"<5",80
"Maruti Suzuki",275000,2013,85.785,"Diesel","Manual","Second","Individual",1248,73,190,"FWD",3775,1680,1620,"5",43
"Volkswagen",690000,2018,38,"Petrol","Manual","First","Individual",1598,103,153,"FWD",4390,1699,1467,"5",55
"Hyundai",1130000,2020,12.905,"Petrol","Manual","First","Individual",998,118,172,"FWD",3995,1775,1505,"5",37
"Toyota",2295000,2019,26,"Diesel","Automatic","First","Individual",2755,172,360,"RWD",4735,1830,1795,"<5",55
"Mercedes-Benz",4100000,2021,9,"Petrol","Automatic","First","Individual",1332,161,250,"FWD",4549,1796,1446,"5",43
"Tata",725000,2018,65,"Diesel","Manual","Second","Individual",1497,108,260,"FWD",3994,1811,1607,"5",44
"Hyundai",595000,2019,48,"Petrol","Manual","First","Individual",1197,82,115,"FWD",3985,1734,1505,"5",40
"Hyundai",290000,2011,91,"Petrol","Manual","First","Individual",1197,79,113,"FWD",3585,1595,1550,"5",35
"Jeep",6100000,2022,15,"Petrol","Automatic","First","Individual",1995,268,400,"AWD",4882,1894,1848,"5",81
"Mahindra",1080000,2020,52,"Diesel","Manual","First","Individual",1497,115,300,"FWD",3995,1821,1627,"5",42
"Toyota",299000,2013,90,"Diesel","Manual","Third or more","Individual",1364,68,170,"FWD",4265,1695,1510,"5",45
"Maruti Suzuki",575000,2018,58,"Other","Manual","First","Individual",1197,83,115,"FWD",3850,1695,1530,"5",42
"Honda",390000,2014,67,"Petrol","Automatic","First","Individual",1198,87,109,"FWD",3990,1680,1505,"5",35
"Mahindra",875000,2015,67,"Diesel","Manual","First","Individual",2179,120,280,"RWD",4456,1820,1995,"<5",60
"Hyundai",1175000,2021,37.556,"Diesel","Manual","First","Individual",1396,89,220,"FWD",3995,1770,1605,"5",45
"Maruti Suzuki",260000,2012,54,"Petrol","Manual","First","Individual",998,67,90,"FWD",3620,1475,1460,"5",35
"Honda",650000,2019,42,"Petrol","Manual","First","Individual",1198,87,109,"FWD",3990,1680,1505,"5",35
"Volkswagen",625000,2017,55,"Petrol","Manual","First","Individual",1198,74,110,"FWD",3995,1682,1483,"5",45
"MG",1725000,2019,23.952,"Diesel","Manual","First","Individual",1956,169,350,"FWD",4655,1835,1760,"5",60
"Maruti Suzuki",299000,2015,92,"Other","Manual","Second","Individual",998,58,77,"FWD",3599,1495,1700,"5",35
"Hyundai",375000,2013,34,"Petrol","Automatic","First","Individual",1197,79,113,"FWD",3585,1595,1550,"5",35
"Maruti Suzuki",639000,2020,44.3,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3695,1600,1560,"5",35
"Maruti Suzuki",591000,2015,65,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4490,1730,1485,"5",43
"Mercedes-Benz",4200000,2018,102,"Diesel","Automatic","First","Individual",2143,201,500,"AWD",4819,2141,1796,"5",93
"Honda",250000,2009,110,"Petrol","Automatic","First","Individual",1497,118,146,"FWD",4420,1695,1480,"5",42
"Kia",1399000,2021,11,"Petrol","Manual","First","Individual",1497,113,144,"FWD",4315,1800,1645,"5",50
"Hyundai",740000,2020,39,"Other","Manual","First","Individual",1197,68,95,"FWD",3995,1680,1520,"5",65
"Hyundai",175000,2009,65,"Petrol","Manual","Second","Individual",1086,67,99,"FWD",3565,1595,1550,"5",35
"BMW",3750000,2019,42.5,"Diesel","Automatic","First","Individual",1995,184,380,"RWD",4624,2031,1429,"5",52
"BMW",1600000,2013,80,"Diesel","Automatic","Second","Individual",2993,258,560,"RWD",4899,2094,1464,"5",65
"Maruti Suzuki",285000,2013,25.2,"Petrol","Manual","First","Individual",998,68,90,"FWD",3539,1475,1700,"5",35
"Honda",250000,2017,132.683,"Diesel","Manual","First","Individual",1498,99,200,"FWD",4440,1695,1495,"5",40
"Renault",625000,2017,81,"Diesel","Manual","First","Individual",1461,84,200,"FWD",4315,1822,1695,"5",50
"BMW",4800000,2019,30,"Diesel","Automatic","First","Individual",1995,188,400,"RWD",4936,1868,1479,"5",65
"Maruti Suzuki",575000,2015,50.599,"Petrol","Manual","Second","Individual",1197,85,114,"FWD",3850,1695,1530,"5",42
"BMW",2800000,2017,29,"Diesel","Automatic","Second","Individual",1995,184,350,"RWD",4454,2044,1545,"5",63
"Honda",785000,2018,23,"Petrol","Automatic","First","Individual",1199,89,110,"FWD",3955,1694,1544,"5",40
"Land Rover",4575000,2019,50,"Diesel","Automatic","First","Individual",2179,188,420,"AWD",4600,2069,1724,"<5",65
"Audi",1950000,2016,84.878,"Diesel","Automatic","Second","Individual",1968,174,380,"AWD",4385,1831,1608,"5",64
"BMW",4800000,2019,31,"Diesel","Automatic","First","Individual",1995,188,400,"RWD",4936,1868,1479,"5",65
"Toyota",1998999,2019,71.063,"Diesel","Manual","First","Individual",2393,148,343,"RWD",4735,1830,1795,"<5",55
"Ford",475000,2016,69.001,"Petrol","Manual","First","Individual",1499,110,140,"FWD",3999,1765,1708,"5",52
"Hyundai",415000,2014,62,"Diesel","Manual","Second","Individual",1582,126,260,"FWD",4370,1700,1475,"5",43
"Hyundai",375000,2012,82,"Diesel","Manual","First","Individual",1336,89,220,"FWD",3995,1710,1505,"5",45
"Toyota",3e+05,2011,49.2,"Petrol","Manual","First","Individual",1496,80,132,"FWD",4265,1695,1510,"5",45
"Mahindra",1500000,2021,8,"Petrol","Manual","Second","Individual",1997,150,300,"AWD",3985,1820,1844,">5",57
"Maruti Suzuki",975000,2019,58,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Maruti Suzuki",370000,2015,64,"Petrol","Manual","First","Individual",998,67,90,"FWD",3545,1490,1475,"5",35
"Hyundai",250000,2012,48.568,"Petrol","Manual","First","Individual",1086,68,99,"FWD",3585,1595,1550,"5",35
"Jaguar",3150000,2014,66.5,"Diesel","Automatic","First","Individual",2993,271,600,"RWD",5252,1899,1457,"5",83
"Mahindra",1115000,2018,58.59,"Diesel","Manual","First","Individual",2179,153,360,"FWD",4585,1890,1785,"<5",70
"Hyundai",130000,2009,59,"Petrol","Manual","Second","Individual",1086,67,99,"FWD",3565,1595,1550,"5",35
"Maruti Suzuki",299000,2013,47,"Petrol","Manual","First","Individual",1197,85,114,"FWD",3850,1695,1530,"5",42
"Hyundai",3e+05,2014,40,"Petrol","Manual","First","Individual",1197,83,114,"FWD",3995,1710,1505,"5",45
"Skoda",3325000,2021,13.092,"Petrol","Automatic","First","Individual",1984,188,320,"FWD",4869,1864,1469,"5",66
"Audi",1950000,2016,57.057,"Diesel","Automatic","First","Individual",1968,177,380,"FWD",4701,1826,1427,"5",63
"Maruti Suzuki",5e+05,2015,90,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3995,1695,1555,"5",42
"Hyundai",595000,2015,45,"Petrol","Manual","First","Individual",1197,82,115,"FWD",3995,1760,1555,"5",45
"Maruti Suzuki",484999,2018,44,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3715,1635,1565,"5",35
"Mahindra",1700000,2021,17,"Diesel","Manual","First","Individual",2184,130,300,"AWD",3985,1820,1855,">5",57
"Maruti Suzuki",579000,2019,50.86,"Petrol","Manual","First","Individual",1197,82,113,"FWD",3655,1620,1675,"5",32
"Ford",3800000,2020,20,"Diesel","Automatic","First","Individual",1996,168,420,"RWD",4903,1869,1837,"<5",80
"Toyota",3290000,2018,51,"Diesel","Automatic","First","Individual",2755,174,450,"RWD",4795,1855,1835,"<5",80
"Mercedes-Benz",4250000,2018,24,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",4686,1810,1442,"5",66
"Maruti Suzuki",535000,2017,34.908,"Petrol","Manual","First","Corporate",1197,83,115,"FWD",3995,1745,1500,"5",37
"Renault",775000,2017,67,"Diesel","Automatic","First","Individual",1461,108,248,"FWD",4315,1822,1695,"5",50
"Maruti Suzuki",345000,2014,19,"Petrol","Automatic","Second","Individual",998,67,90,"FWD",3600,1600,1560,"5",35
"Skoda",3400000,2019,30.6,"Petrol","Automatic","First","Corporate",1984,227,350,"FWD",4689,1814,1496,"5",50
"BMW",4500000,2018,49.5,"Diesel","Automatic","First","Individual",1995,188,400,"RWD",4936,1868,1479,"5",65
"Honda",525000,2016,18.8,"Petrol","Manual","First","Individual",1199,89,110,"FWD",3955,1694,1544,"5",40
"Hyundai",650000,2016,100,"Petrol","Manual","First","Individual",1197,82,115,"FWD",3985,1734,1505,"5",45
"Hyundai",1074000,2017,50.05,"Petrol","Automatic","First","Individual",1591,122,154,"FWD",4270,1780,1630,"5",60
"Hyundai",1750000,2021,14,"Diesel","Manual","First","Individual",1582,126,265,"FWD",4270,1780,1630,"5",60
"Nissan",590000,2014,55,"Diesel","Manual","Second","Individual",1461,84,200,"FWD",4331,1822,1671,"5",50
"Ford",7990000,2018,23,"Petrol","Automatic","First","Individual",4951,396,515,"RWD",4784,2080,1391,">5",61
"Hyundai",1725000,2020,35,"Diesel","Manual","First","Individual",1493,113,250,"FWD",4300,1790,1635,"5",50
"Maruti Suzuki",630000,2019,20.734,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3695,1600,1560,"5",35
"Mercedes-Benz",6975000,2020,15.2,"Diesel","Automatic","First","Individual",1950,241,500,"RWD",4988,1890,1435,"5",66
"Toyota",1375000,2013,83,"Diesel","Manual","First","Individual",2982,169,343,"RWD",4705,1840,1850,"<5",80
"Honda",425000,2014,75,"Diesel","Manual","First","Individual",1498,99,200,"FWD",3990,1680,1505,"5",35
"Toyota",2196000,2019,42.794,"Diesel","Automatic","First","Individual",2755,172,360,"RWD",4735,1830,1795,"<5",55
"Mercedes-Benz",6300000,2020,40,"Diesel","Automatic","First","Corporate",1950,161,380,"RWD",5140,1928,1901,"<5",57
"Maruti Suzuki",2e+05,2008,41,"Petrol","Manual","First","Individual",796,47,62,"FWD",3495,1475,1460,"5",35
"Honda",250000,2009,72.256,"Petrol","Manual","First","Individual",1497,118,146,"FWD",4420,1695,1480,"5",42
"Audi",2950000,2018,17.3,"Diesel","Automatic","First","Individual",1968,141,320,"FWD",4456,1796,1416,"5",50
"Mahindra",985000,2017,68,"Diesel","Manual","First","Individual",2179,120,280,"RWD",4456,1820,1995,"<5",60
"Hyundai",750000,2019,43.6,"Petrol","Automatic","First","Individual",998,118,172,"FWD",3995,1770,1605,"5",45
"Maruti Suzuki",450000,2018,43,"Petrol","Manual","First","Individual",998,68,90,"FWD",3636,1475,1670,"5",35
"Maruti Suzuki",849000,2021,17.283,"Petrol","Manual","First","Individual",1462,103,138,"FWD",3995,1790,1640,"5",48
"Maruti Suzuki",430000,2014,59,"Petrol","Manual","First","Individual",1197,85,114,"FWD",3995,1695,1555,"5",42
"Maruti Suzuki",740000,2017,88,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4296,1695,1685,"<5",45
"Mercedes-Benz",1975000,2015,19,"Petrol","Automatic","First","Individual",1991,181,300,"FWD",4630,1777,1432,"5",52
"BMW",12500000,2021,9.5,"Petrol","Automatic","First","Individual",2998,335,450,"AWD",5151,2000,1805,"<5",83
"Hyundai",1260000,2018,36,"Petrol","Automatic","First","Individual",1591,122,151,"FWD",4270,1780,1665,"5",55
"Renault",250000,2017,32,"Petrol","Manual","First","Individual",799,53,72,"FWD",3679,1579,1478,"5",28
"Hyundai",975000,2018,53.3,"Petrol","Automatic","First","Individual",1591,121,151,"FWD",4440,1729,1475,"5",45
"Audi",4151000,2022,0.001,"Petrol","Automatic","UnRegistered Car","Individual",1984,188,320,"FWD",4762,1847,1433,"5",54
"BMW",3250000,2020,32.005,"Diesel","Automatic","Second","Individual",1995,184,380,"RWD",4454,1798,1545,"5",61
"Ford",3450000,2018,35,"Diesel","Automatic","First","Individual",3198,197,470,"AWD",4892,1860,1837,"<5",80
"BMW",6680000,2022,18.223,"Petrol","Automatic","First","Individual",1998,248,350,"AWD",4708,1891,1676,"5",60
"Mahindra",6e+05,2016,92,"Diesel","Manual","Second","Individual",1493,84,230,"RWD",3995,1835,1839,"<5",60
"Hyundai",1465000,2019,22,"Petrol","Automatic","Second","Individual",1999,150,192,"FWD",4570,1800,1465,"5",50
"Hyundai",475000,2014,62,"Petrol","Manual","First","Individual",1591,121,158,"FWD",4370,1700,1475,"5",43
"Renault",1e+06,2022,4,"Petrol","Automatic","Second","Individual",999,71,96,"FWD",3991,1750,1605,"5",40
"Toyota",1850000,2016,72,"Diesel","Automatic","First","Individual",2755,172,360,"RWD",4735,1830,1795,"<5",55
"Maruti Suzuki",570000,2015,60.798,"Petrol","Manual","First","Individual",1373,91,130,"FWD",4490,1730,1485,"5",43
"Hyundai",770000,2016,20,"Petrol","Automatic","First","Individual",1591,121,158,"FWD",4375,1700,1475,"5",43
"Honda",1040000,2019,18,"Petrol","Automatic","First","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"Mahindra",675000,2014,78,"Diesel","Manual","Second","Individual",2179,120,290,"RWD",4430,1817,1975,"<5",60
"Maruti Suzuki",450000,2014,52,"Petrol","Manual","First","Individual",1197,85,114,"FWD",3995,1695,1555,"5",42
"Maruti Suzuki",8e+05,2022,10,"Petrol","Manual","First","Individual",1197,89,113,"FWD",3845,1735,1530,"5",37
"Tata",2200000,2021,32,"Diesel","Manual","First","Individual",2179,154,400,"RWD",4655,1965,1922,"<5",63
"Mahindra",1075000,2015,138,"Diesel","Manual","First","Individual",2179,138,330,"FWD",4585,1890,1785,"<5",70
"Maruti Suzuki",560000,2018,84.5,"Diesel","Manual","Third or more","Individual",1248,74,190,"FWD",3995,1735,1515,"5",37
"Hyundai",450000,2016,47,"Petrol","Manual","Second","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Volvo",4175000,2018,20,"Diesel","Automatic","First","Individual",1969,190,400,"FWD",4963,1879,1443,"5",55
"Hyundai",810000,2018,73,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4440,1729,1475,"5",45
"Mercedes-Benz",1875000,2011,72,"Petrol","Automatic","First","Individual",4663,453,700,"RWD",5246,1899,1494,">5",80
"Honda",520000,2015,42,"Petrol","Automatic","First","Individual",1198,87,110,"FWD",3955,1694,1544,"5",40
"Mercedes-Benz",8900000,2021,9,"Diesel","Automatic","First","Individual",1950,241,500,"AWD",4924,2157,1772,"5",93
"Maruti Suzuki",425000,2015,36.528,"Diesel","Manual","Third or more","Individual",1248,74,190,"FWD",3850,1695,1530,"5",42
"Maruti Suzuki",325000,2012,30,"Petrol","Manual","First","Individual",1197,85,114,"FWD",3850,1695,1530,"5",42
"MG",1889999,2021,17,"Petrol","Automatic","First","Individual",1451,141,250,"FWD",4655,1835,1760,"5",60
"Volvo",1950000,2016,79,"Diesel","Automatic","First","Individual",2400,215,440,"AWD",4644,1891,1713,"5",70
"BMW",5300000,2019,15.087,"Diesel","Automatic","First","Corporate",1995,190,400,"AWD",4657,1881,1678,"5",67
"Mahindra",950000,2018,41,"Diesel","Manual","First","Individual",2523,75,200,"RWD",4456,1820,1930,"<5",60
"Volvo",8500000,2021,32.5,"Diesel","Automatic","First","Individual",1969,232,480,"AWD",4953,2008,1776,"<5",71
"Audi",1975000,2015,61,"Diesel","Automatic","Second","Individual",1968,190,400,"FWD",4933,1874,1455,"5",75
"Mercedes-Benz",4200000,2017,85,"Diesel","Automatic","First","Individual",2143,201,500,"AWD",4819,2141,1796,"5",93
"Mercedes-Benz",3500000,2019,55,"Diesel","Automatic","Second","Individual",1950,192,400,"RWD",4686,1810,1442,"5",66
"Renault",375000,2017,45,"Petrol","Manual","UnRegistered Car","Individual",999,67,91,"FWD",3679,1579,1478,"5",28
"Mercedes-Benz",1825000,2016,58,"Diesel","Automatic","First","Individual",2143,134,300,"FWD",4424,1804,1494,"5",50
"Mahindra",1710000,2021,4.4,"Petrol","Automatic","First","Individual",1997,150,320,"AWD",3985,1820,1844,">5",57
"Maruti Suzuki",375000,2014,35,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3600,1600,1560,"5",35
"Maruti Suzuki",285000,2016,22.346,"Petrol","Manual","First","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"Mahindra",1850000,2021,23.28,"Petrol","Manual","Second","Individual",1997,150,300,"AWD",3985,1820,1920,"<5",57
"Maruti Suzuki",621000,2013,72,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4265,1695,1685,"<5",45
"Mitsubishi",1475000,2016,82,"Diesel","Automatic","First","Individual",2477,176,350,"RWD",4695,1815,1840,"<5",70
"Toyota",1800000,2015,86,"Diesel","Automatic","Second","Individual",2982,169,360,"RWD",4705,1840,1850,"<5",80
"Hyundai",399000,2018,38,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Hyundai",890000,2015,138.314,"Diesel","Manual","First","Individual",1582,126,265,"FWD",4270,1780,1630,"5",60
"Hyundai",1325000,2021,9.9,"Petrol","Automatic","First","Individual",1591,121,158,"FWD",4370,1700,1475,"5",43
"Mercedes-Benz",5300000,2022,12.5,"Diesel","Automatic","UnRegistered Car","Individual",2148,170,410,"RWD",4596,1770,1447,"5",66
"Mercedes-Benz",4775000,2018,51.529,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",5063,1860,1494,"5",80
"Mahindra",249000,2013,60,"Diesel","Manual","First","Individual",1493,100,240,"RWD",3985,1850,1880,"<5",55
"Maruti Suzuki",509999,2019,48,"Petrol","Manual","First","Individual",998,67,90,"FWD",3695,1600,1560,"5",35
"Jeep",1450000,2018,90,"Diesel","Manual","First","Individual",1956,171,350,"AWD",4395,1818,1640,"5",60
"Maruti Suzuki",640000,2017,63,"Diesel","Manual","First","Individual",1598,118,320,"FWD",4300,1765,1590,"5",48
"Maruti Suzuki",299000,2017,65.822,"Diesel","Manual","First","Individual",793,46,125,"FWD",3600,1600,1560,"5",35
"Maruti Suzuki",195000,2009,102,"Other","Manual","First","Individual",1061,58,77,"FWD",3520,1475,1660,"5",35
"Mercedes-Benz",1495000,2011,72.1,"Diesel","Automatic","Second","Individual",2987,235,490,"RWD",5226,2120,1479,"5",90
"Porsche",14900000,2021,7.534,"Petrol","Automatic","UnRegistered Car","Individual",2995,335,450,"AWD",4918,1983,1696,"5",75
"Toyota",350000,2013,34,"Petrol","Manual","First","Individual",1197,80,104,"FWD",3775,1695,1510,"5",45
"Toyota",1421000,2017,75,"Diesel","Manual","Second","Individual",2393,148,343,"RWD",4735,1830,1795,"<5",55
"Honda",595000,2017,99,"Petrol","Automatic","First","Individual",1199,89,110,"FWD",3955,1694,1544,"5",40
"Maruti Suzuki",351000,2013,42,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3995,1695,1555,"5",42
"Maruti Suzuki",325000,2012,118,"Petrol","Manual","First","Individual",1586,102,145,"FWD",4490,1735,1560,"5",50
"Mahindra",975000,2017,78,"Diesel","Manual","First","Individual",2179,140,330,"AWD",4585,1890,1785,"<5",70
"Maruti Suzuki",825000,2019,44,"Petrol","Manual","First","Individual",1462,103,138,"FWD",4490,1730,1485,"5",43
"Tata",1050000,2017,88.757,"Diesel","Manual","Second","Individual",2179,154,400,"RWD",4788,1903,1791,"<5",60
"Audi",1970000,2017,85,"Diesel","Automatic","Second","Individual",1968,150,340,"FWD",4385,1831,1608,"5",64
"BMW",4100000,2020,12.136,"Diesel","Automatic","First","Corporate",1995,188,400,"FWD",4526,1800,1420,"5",50
"Audi",1525000,2015,49,"Diesel","Automatic","First","Individual",1968,177,380,"FWD",4701,1826,1427,"5",63
"Mercedes-Benz",4150000,2021,6,"Petrol","Automatic","First","Individual",1332,161,250,"FWD",4549,1796,1446,"5",43
"Maruti Suzuki",725000,2017,64,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Toyota",340000,2011,109,"Petrol","Manual","Second","Individual",1794,132,170,"FWD",4540,1760,1480,"5",55
"Maruti Suzuki",650000,2018,32,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"Maruti Suzuki",570000,2019,13,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3850,1695,1530,"5",42
"Toyota",160000,2008,90,"Diesel","Manual","Third or more","Individual",2494,102,200,"FWD",4555,1770,1755,"<5",55
"Mahindra",1220000,2020,35,"Diesel","Manual","First","Individual",2179,120,280,"RWD",4456,1820,1995,"<5",60
"Mahindra",8e+05,2017,112,"Diesel","Manual","First","Individual",1997,138,320,"FWD",4585,1890,1785,"<5",70
"Maruti Suzuki",660000,2017,40,"Petrol","Automatic","First","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"Honda",575000,2017,53.58,"Petrol","Manual","First","Individual",1199,89,110,"FWD",3999,1734,1601,"5",40
"Mahindra",240000,2013,51.5,"Diesel","Manual","Second","Individual",1493,100,240,"RWD",3985,1850,1880,"<5",55
"Honda",950000,2019,22,"Petrol","Manual","First","Individual",1497,118,145,"FWD",4440,1695,1495,"5",40
"Renault",419000,2017,23.7,"Petrol","Manual","First","Individual",799,53,72,"FWD",3679,1579,1478,"5",28
"Maruti Suzuki",750000,2017,48.069,"Petrol","Automatic","First","Individual",1197,83,115,"FWD",3995,1695,1555,"5",42
"Audi",3400000,2019,48,"Diesel","Automatic","First","Individual",1968,188,400,"FWD",4726,1842,1427,"5",54
"Skoda",1160000,2015,47.981,"Diesel","Automatic","First","Individual",1968,141,320,"FWD",4659,1814,1476,"5",50
"Hyundai",1750000,2021,26,"Diesel","Manual","First","Individual",1493,113,250,"FWD",4500,1790,1675,"<5",50
"Kia",1575000,2020,63,"Diesel","Automatic","First","Individual",1493,113,250,"FWD",4315,1800,1645,"5",50
"Toyota",2811000,2019,71.5,"Diesel","Automatic","Second","Individual",2755,174,450,"RWD",4795,1855,1835,"<5",80
"Hyundai",475000,2016,16.63,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Audi",4351000,2018,36,"Diesel","Automatic","First","Individual",1968,190,400,"FWD",4933,1874,1455,"5",75
"Honda",850000,2017,47.255,"Petrol","Manual","First","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"Mahindra",1095000,2018,50,"Diesel","Manual","First","Individual",2179,153,360,"FWD",4585,1890,1785,"<5",70
"BMW",7700000,2021,18.703,"Diesel","Automatic","First","Individual",2993,261,620,"RWD",4963,1868,1467,"5",66
"Audi",5800000,2021,7.935,"Petrol","Automatic","UnRegistered Car","Individual",1984,241,370,"FWD",4939,1886,1457,"5",73
"Hyundai",1925000,2022,9.355,"Petrol","Automatic","First","Individual",1497,113,144,"FWD",4300,1790,1635,"5",50
